1;2;'Oficinas / instalaciones';36;'Falta de controles de acceso a instalaciones, habitaciones u oficinas';29;'Manipulación o destrucción de equipos'
2;2;'Oficinas / instalaciones';36;'Falta de controles de acceso a instalaciones, habitaciones u oficinas';36;'Entrada no autorizada en instalaciones, habitaciones u oficinas'
3;2;'Oficinas / instalaciones';36;'Falta de controles de acceso a instalaciones, habitaciones u oficinas';34;'Robo, vandalismo o sabotaje'
4;2;'Oficinas / instalaciones';36;'Falta de controles de acceso a instalaciones, habitaciones u oficinas';33;'Atentado terrorista (bomba, tiroteo, etc.)'
5;6;'Sala de servidores o centro de datos';33;'Falta de / mala auditoría interna de la infraestructura';15;'Incendio'
6;6;'Sala de servidores o centro de datos';33;'Falta de / mala auditoría interna de la infraestructura';16;'Inundación'
7;6;'Sala de servidores o centro de datos';33;'Falta de / mala auditoría interna de la infraestructura';31;'Otros desastres (naturales)'
8;6;'Sala de servidores o centro de datos';33;'Falta de / mala auditoría interna de la infraestructura';24;'Rayo'
9;6;'Sala de servidores o centro de datos';33;'Falta de / mala auditoría interna de la infraestructura';10;'Terremoto'
10;6;'Sala de servidores o centro de datos';33;'Falta de / mala auditoría interna de la infraestructura';32;'Tormenta'
11;6;'Sala de servidores o centro de datos';33;'Falta de / mala auditoría interna de la infraestructura';19;'Accidente industrial'
12;6;'Sala de servidores o centro de datos';33;'Falta de / mala auditoría interna de la infraestructura';23;'Interrupción de los servicios de comunicación'
13;19;'Ordenadores de sobremesa';48;'Equipos móviles inadecuadamente protegidos físicamente';29;'Manipulación o destrucción de equipos'
14;19;'Ordenadores de sobremesa';48;'Equipos móviles inadecuadamente protegidos físicamente';34;'Robo, vandalismo o sabotaje'
15;19;'Ordenadores de sobremesa';48;'Equipos móviles inadecuadamente protegidos físicamente';35;'Acceso no autorizado a equipos, armarios, etc.'
16;19;'Ordenadores de sobremesa';48;'Equipos móviles inadecuadamente protegidos físicamente';7;'Ocultación de la identidad del usuario'
17;19;'Ordenadores de sobremesa';48;'Equipos móviles inadecuadamente protegidos físicamente';11;'Escuchar a escondidas.'
18;19;'Ordenadores de sobremesa';48;'Equipos móviles inadecuadamente protegidos físicamente';33;'Atentado terrorista (bomba, tiroteo, etc.)'
19;19;'Ordenadores de sobremesa';48;'Equipos móviles inadecuadamente protegidos físicamente';13;'Manipulación de equipos'
20;21;'Servidores';83;'Uso de equipos antiguos de TI/comunicación';34;'Robo, vandalismo o sabotaje'
21;21;'Servidores';83;'Uso de equipos antiguos de TI/comunicación';11;'Escuchar a escondidas.'
22;21;'Servidores';83;'Uso de equipos antiguos de TI/comunicación';33;'Atentado terrorista (bomba, tiroteo, etc.)'
23;21;'Servidores';83;'Uso de equipos antiguos de TI/comunicación';9;'Ataque de denegación de servicio'
24;21;'Servidores';83;'Uso de equipos antiguos de TI/comunicación';6;'Ruptura de los enlaces de comunicación'
25;21;'Servidores';83;'Uso de equipos antiguos de TI/comunicación';12;'Fallo del equipo'
26;21;'Servidores';75;'El entorno de prueba y el entorno operativo no están separados';11;'Escuchar a escondidas.'
27;21;'Servidores';75;'El entorno de prueba y el entorno operativo no están separados';9;'Ataque de denegación de servicio'
28;21;'Servidores';13;'Control inadecuado de cambios en equipos de TI / comunicaciones';25;'Errores de mantenimiento'
29;21;'Servidores';13;'Control inadecuado de cambios en equipos de TI / comunicaciones';11;'Escuchar a escondidas.'
30;21;'Servidores';13;'Control inadecuado de cambios en equipos de TI / comunicaciones';6;'Ruptura de los enlaces de comunicación'
31;29;'Dispositivos móviles (por ejemplo, portátiles, portátiles, tabletas, smartphones, PDAs)';47;'Equipos móviles mal atendidos';29;'Manipulación o destrucción de equipos'
32;29;'Dispositivos móviles (por ejemplo, portátiles, portátiles, tabletas, smartphones, PDAs)';47;'Equipos móviles mal atendidos';34;'Robo, vandalismo o sabotaje'
33;29;'Dispositivos móviles (por ejemplo, portátiles, portátiles, tabletas, smartphones, PDAs)';47;'Equipos móviles mal atendidos';7;'Ocultación de la identidad del usuario'
34;29;'Dispositivos móviles (por ejemplo, portátiles, portátiles, tabletas, smartphones, PDAs)';47;'Equipos móviles mal atendidos';11;'Escuchar a escondidas.'
35;29;'Dispositivos móviles (por ejemplo, portátiles, portátiles, tabletas, smartphones, PDAs)';47;'Equipos móviles mal atendidos';13;'Manipulación de equipos'
36;29;'Dispositivos móviles (por ejemplo, portátiles, portátiles, tabletas, smartphones, PDAs)';9;'Descargas de Internet no controladas';9;'Ataque de denegación de servicio'
37;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';4;'Incumplimiento de contratos o acuerdos'
38;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';5;'Incumplimiento de leyes o reglamentos'
39;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';17;'Uso inadecuado de sistemas o información informática'
40;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';40;'Cambio no intencionado de datos en un sistema de información'
41;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';38;'Acceso no intencionado a sistemas de información'
42;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';43;'Instalación no intencionada de software'
43;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';44;'Uso no intencionado de materiales licenciados'
44;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';45;'Uso no intencionado de código no probado o prohibido'
45;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';46;'Error no intencionado del usuario'
46;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';41;'Daños no intencionados sufridos durante las pruebas de penetración'
47;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';37;'Uso, manipulación o destrucción no autorizada de software'
48;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';21;'Infección por software malicioso (por ejemplo, virus, troyano, etc.)'
49;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';30;'Uso indebido de herramientas de auditoría'
50;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';1;'Sistema de acceso a la información con intención maliciosa'
51;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';22;'Instalación de software con intención maliciosa'
52;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';47;'Uso de materiales licenciados con intención maliciosa'
53;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';48;'Uso de código no autorizado o no probado con intención maliciosa'
54;31;'Diversas herramientas de software';1;'Los derechos de acceso se conceden más allá de lo necesario';28;'Error malicioso del usuario'
55;31;'Diversas herramientas de software';85;'Contraseñas débiles';17;'Uso inadecuado de sistemas o información informática'
56;31;'Diversas herramientas de software';85;'Contraseñas débiles';18;'Manejo inapropiado de la información de autenticación (por ejemplo, contraseñas)'
57;31;'Diversas herramientas de software';85;'Contraseñas débiles';37;'Uso, manipulación o destrucción no autorizada de software'
58;31;'Diversas herramientas de software';85;'Contraseñas débiles';21;'Infección por software malicioso (por ejemplo, virus, troyano, etc.)'
59;31;'Diversas herramientas de software';85;'Contraseñas débiles';7;'Ocultación de la identidad del usuario'
60;31;'Diversas herramientas de software';85;'Contraseñas débiles';26;'Divulgación maliciosa de contraseñas'
61;31;'Diversas herramientas de software';85;'Contraseñas débiles';1;'Sistema de acceso a la información con intención maliciosa'
62;31;'Diversas herramientas de software';30;'Falta de software antivirus o no actualizado';37;'Uso, manipulación o destrucción no autorizada de software'
63;31;'Diversas herramientas de software';30;'Falta de software antivirus o no actualizado';21;'Infección por software malicioso (por ejemplo, virus, troyano, etc.)'
64;31;'Diversas herramientas de software';30;'Falta de software antivirus o no actualizado';11;'Escuchar a escondidas.'
65;31;'Diversas herramientas de software';30;'Falta de software antivirus o no actualizado';2;'Error de aplicación'
66;33;'Sistemas operativos';39;'Falta de pruebas de mensajes enviados o recibidos';2;'Error de aplicación'
67;33;'Sistemas operativos';44;'Falta de validación para los datos procesados';4;'Incumplimiento de contratos o acuerdos'
68;33;'Sistemas operativos';44;'Falta de validación para los datos procesados';40;'Cambio no intencionado de datos en un sistema de información'
69;33;'Sistemas operativos';44;'Falta de validación para los datos procesados';28;'Error malicioso del usuario'
70;33;'Sistemas operativos';44;'Falta de validación para los datos procesados';2;'Error de aplicación'
71;40;'Datos personales (por ejemplo, de empleados o clientes)';87;'Comprensión errónea sobre la sensibilidad de la información';4;'Incumplimiento de contratos o acuerdos'
72;40;'Datos personales (por ejemplo, de empleados o clientes)';87;'Comprensión errónea sobre la sensibilidad de la información';5;'Incumplimiento de leyes o reglamentos'
73;40;'Datos personales (por ejemplo, de empleados o clientes)';87;'Comprensión errónea sobre la sensibilidad de la información';42;'Divulgación no intencionada de datos / información'
74;40;'Datos personales (por ejemplo, de empleados o clientes)';87;'Comprensión errónea sobre la sensibilidad de la información';17;'Uso inadecuado de sistemas o información informática'
